Unnamed: 0,month_date_yyyymm,county_name,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count
,202204,"barnstable, ma",799948,414,36,552,20,68,499,1788,1674882,1126
,202204,"franklin, ma",352495,42,27,76,0,4,204,1684,419924,62
,202204,"berkshire, ma",425000,199,40,152,4,32,221,1842,998477,416
,202204,"hampden, ma",314679,241,14,576,4,68,199,1707,382070,369
,202204,"nantucket, ma",4445000,65,32,40,0,4,1689,2685,6274911,73
,202204,"hampshire, ma",437450,105,19,196,0,16,249,1759,553624,155
,202204,"dukes, ma",2962500,93,72,24,0,8,1120,2451,4024178,135
,202204,"plymouth, ma",582500,366,16,760,8,92,346,1800,821528,550
,202204,"worcester, ma",469900,502,10,1252,24,92,265,1876,561373,721
,202204,"suffolk, ma",878250,1045,26,1132,12,240,911,1217,1622896,1276
,202204,"bristol, ma",489900,325,17,592,8,76,285,1757,611879,490
,202203,"berkshire, ma",449900,195,64,120,4,24,230,1882,1011135,380
,202203,"dukes, ma",2880375,83,117,34,0,10,1112,2420,3990342,125
,202203,"franklin, ma",359945,39,27,70,0,4,218,1496,422737,57
,202203,"suffolk, ma",879450,893,31,1138,22,150,903,1204,1638276,1131
,202203,"middlesex, ma",806646,803,10,2026,28,130,440,1916,1295109,1174
,202203,"hampshire, ma",423425,87,20,224,0,18,242,1716,539518,129
,202203,"plymouth, ma",573500,307,20,766,14,56,337,1786,778817,494
,202203,"worcester, ma",457500,411,13,1136,16,64,257,1818,539667,628
,202203,"barnstable, ma",849675,370,45,460,10,48,507,1884,1726101,1008
,202203,"nantucket, ma",4547500,48,105,10,0,0,1596,3018,6275580,56
,202203,"essex, ma",647475,311,10,950,6,34,361,1943,971681,485
,202203,"bristol, ma",479900,278,23,602,12,56,286,1776,619945,434
,202203,"hampden, ma",287175,221,22,638,6,46,192,1607,358158,366
,202203,"norfolk, ma",794450,411,15,1050,18,62,429,1900,1359737,583
,202202,"nantucket, ma",4486250,47,116,16,0,0,1548,2915,6431929,55
,202202,"plymouth, ma",591925,290,32,394,16,46,331,1784,784242,433
,202202,"franklin, ma",371175,44,45,38,0,2,232,1550,444645,53
,202202,"barnstable, ma",849500,360,71,338,8,52,497,1894,1735270,949
,202202,"middlesex, ma",814473,634,17,1162,30,86,441,1841,1267106,865
,202202,"norfolk, ma",765725,363,21,596,16,48,432,1871,1217711,507
,202202,"dukes, ma",3196250,83,113,24,0,4,1150,2691,4526055,123
,202202,"berkshire, ma",439225,201,95,88,2,20,241,1865,977742,383
,202202,"bristol, ma",499225,284,30,398,16,60,288,1784,622167,407
,202202,"suffolk, ma",875750,782,33,724,6,108,897,1213,1653047,949
,202202,"worcester, ma",450000,402,25,624,28,58,258,1813,527232,537
,202202,"hampshire, ma",429975,81,30,94,0,14,237,1756,555401,113
,202202,"hampden, ma",282497,233,20,350,4,52,196,1579,352937,341
,202202,"essex, ma",654922,279,19,498,12,40,358,1915,1010130,394
,202201,"dukes, ma",2985000,90,123,16,0,4,1106,2648,4145088,125
,202201,"middlesex, ma",764000,574,43,792,8,76,417,1838,1154459,756
,202201,"bristol, ma",480000,285,38,288,4,56,279,1740,610797,399
,202201,"franklin, ma",309000,45,56,20,0,4,207,1664,427315,56
,202201,"hampshire, ma",465000,95,61,72,0,20,240,1867,553520,127
,202201,"nantucket, ma",3950000,46,124,8,0,0,1428,2813,6073735,55
,202201,"barnstable, ma",849000,387,88,304,24,44,473,1847,1613059,967
,202201,"hampden, ma",275000,248,44,264,0,44,191,1541,350962,348
,202201,"worcester, ma",430000,432,44,448,24,72,249,1780,504428,565
,202201,"suffolk, ma",899000,783,75,532,4,104,898,1215,1771830,898
,202201,"norfolk, ma",748750,353,43,440,12,48,407,1827,1141966,454
,202201,"plymouth, ma",574500,328,45,368,4,52,329,1766,778643,454
,202201,"berkshire, ma",430950,242,103,84,4,20,232,1854,911018,438
,202201,"essex, ma",599900,307,41,384,4,36,355,1736,1035839,402
,202112,"plymouth, ma",577575,415,37,376,14,80,314,1875,749724,584
,202112,"hampshire, ma",459825,126,64,90,0,22,231,1846,558079,166
,202112,"worcester, ma",415625,570,38,508,22,110,241,1768,489193,759
,202112,"barnstable, ma",825000,487,85,244,16,50,469,1864,1548261,1252
,202112,"nantucket, ma",3995000,69,107,10,0,2,1421,2847,5617030,81
,202112,"middlesex, ma",739675,791,42,644,8,158,404,1833,1097025,1051
,202112,"suffolk, ma",832000,1060,69,282,10,164,837,1201,1579586,1196
,202112,"dukes, ma",2572500,97,102,12,0,6,1048,2479,3988041,149
,202112,"hampden, ma",267450,316,34,334,4,74,186,1569,356919,437
,202112,"norfolk, ma",708950,471,44,390,12,84,393,1825,1100700,606
,202112,"franklin, ma",318000,59,47,46,0,14,202,1700,395224,77
,202112,"berkshire, ma",422475,302,79,60,0,44,228,1846,831083,538
,202112,"essex, ma",579450,365,36,338,12,68,347,1727,974495,524
,202112,"bristol, ma",449900,354,36,326,4,62,260,1796,607623,503
,202111,"franklin, ma",321000,71,39,56,0,12,196,1736,416112,94
,202111,"essex, ma",568721,566,26,652,6,162,337,1746,865831,791
,202111,"worcester, ma",404950,760,32,818,12,212,235,1827,480390,1031
,202111,"suffolk, ma",795000,1438,52,566,10,384,780,1181,1468160,1607
,202111,"bristol, ma",449900,453,29,436,6,140,265,1780,589613,644
,202111,"barnstable, ma",782450,618,67,386,10,108,451,1804,1474219,1536
,202111,"berkshire, ma",426175,377,69,112,2,56,220,1921,822829,657
,202111,"hampshire, ma",450000,170,39,120,0,36,236,1773,537411,216
,202111,"norfolk, ma",699924,680,35,618,24,190,391,1818,1070447,861
,202111,"hampden, ma",270400,367,27,354,2,110,187,1562,359013,517
,202111,"dukes, ma",2586250,116,85,32,0,10,1057,2344,3902412,178
,202111,"nantucket, ma",3699500,84,86,14,0,8,1391,2497,5206214,97
,202111,"plymouth, ma",567450,498,31,556,6,118,313,1805,742417,740
,202111,"middlesex, ma",699900,1262,31,1270,16,438,394,1812,1030901,1653
,202110,"plymouth, ma",554900,596,25,708,8,184,318,1830,753260,838
,202110,"suffolk, ma",789000,1637,37,792,8,536,783,1176,1423673,1829
,202110,"norfolk, ma",724894,794,26,760,24,264,384,1892,1079945,1020
,202110,"franklin, ma",309000,88,32,68,0,20,196,1644,386292,112
,202110,"hampden, ma",274675,413,26,488,0,148,186,1569,351310,570
,202110,"essex, ma",599839,678,23,860,20,196,335,1849,887386,940
,202110,"worcester, ma",400000,913,26,1004,12,332,233,1794,487704,1213
,202110,"barnstable, ma",739450,766,57,492,20,212,429,1792,1351377,1736
,202110,"bristol, ma",454900,498,30,496,4,176,261,1792,579858,690
,202110,"hampshire, ma",420000,173,33,152,4,40,228,1736,511955,227
,202110,"dukes, ma",2972500,131,74,32,0,8,1035,2470,4131698,200
,202110,"middlesex, ma",724900,1607,24,1604,28,664,397,1848,1032218,2081
,202110,"berkshire, ma",449000,431,61,176,0,80,232,1992,831550,738
,202110,"nantucket, ma",3447500,106,78,16,0,12,1271,2476,4998538,120
,202109,"hampshire, ma",423500,177,34,178,0,44,229,1794,524025,237
,202109,"hampden, ma",284500,439,25,534,0,160,187,1610,365342,623
,202109,"franklin, ma",287448,89,38,80,0,22,180,1717,378016,118
,202109,"worcester, ma",429450,919,25,1088,12,320,236,1829,500630,1201
,202109,"plymouth, ma",559900,632,26,700,4,196,315,1825,748700,896
,202109,"bristol, ma",450000,533,26,540,10,168,265,1790,663272,714
,202109,"barnstable, ma",699250,816,52,640,8,216,429,1769,1277606,1825
,202109,"norfolk, ma",699973,824,27,996,24,246,381,1942,1092158,1019
,202109,"suffolk, ma",797000,1488,42,1214,8,364,798,1184,1520705,1647
,202109,"berkshire, ma",475000,447,51,178,0,74,234,2102,905162,768
,202109,"nantucket, ma",3272500,132,54,42,0,16,1243,2436,4727829,143
,202109,"dukes, ma",2997500,129,77,40,0,18,1042,2616,4126977,196
,202109,"essex, ma",599389,735,23,952,6,234,335,1869,884229,972
,202109,"middlesex, ma",707225,1657,21,2288,32,500,388,1830,1005505,1987
,202108,"nantucket, ma",3596250,135,47,40,0,16,1280,2613,4961310,152
,202108,"suffolk, ma",773500,1373,55,630,8,252,802,1182,1567265,1529
,202108,"plymouth, ma",558825,633,25,744,26,204,316,1839,759793,898
,202108,"berkshire, ma",487000,437,46,206,2,74,237,2105,890220,750
,202108,"franklin, ma",332000,87,32,86,0,24,182,1790,388340,115
,202108,"essex, ma",612499,695,19,936,10,214,333,1954,950991,937
,202108,"hampshire, ma",437225,188,30,178,0,52,225,1921,518170,248
,202108,"middlesex, ma",695000,1469,25,1656,20,444,378,1832,988475,1850
,202108,"hampden, ma",299350,454,23,562,4,144,187,1648,375638,627
,202108,"dukes, ma",2700000,137,72,48,0,18,966,2639,4011992,200
,202108,"norfolk, ma",702448,772,30,772,18,210,381,1870,1091783,999
,202108,"worcester, ma",430000,899,24,1050,16,288,236,1821,497283,1188
,202108,"barnstable, ma",713225,783,47,628,12,186,428,1783,1304994,1812
,202108,"bristol, ma",456224,511,25,606,8,162,263,1800,666144,705
,202107,"franklin, ma",325000,72,26,84,0,12,180,1825,405445,96
,202107,"berkshire, ma",472450,400,41,224,4,84,241,2148,942275,714
,202107,"barnstable, ma",728000,754,45,592,16,164,434,1800,1366010,1739
,202107,"suffolk, ma",800000,1449,45,720,8,288,828,1176,1638532,1618
,202107,"plymouth, ma",574000,615,24,744,16,192,319,1852,791981,828
,202107,"middlesex, ma",699000,1474,23,1744,28,488,383,1838,1014598,1884
,202107,"hampden, ma",295000,393,21,512,4,124,189,1641,382269,550
,202107,"dukes, ma",2950000,121,65,44,0,12,1006,2719,4381786,179
,202107,"essex, ma",632950,639,19,904,8,136,335,1979,980453,863
,202107,"hampshire, ma",432000,180,38,168,0,48,232,1827,523676,235
,202107,"bristol, ma",463750,503,22,668,12,100,260,1800,688884,686
,202107,"nantucket, ma",3272500,152,52,52,0,12,1261,2801,4651399,160
,202107,"worcester, ma",445900,851,22,1068,24,264,239,1829,504888,1086
,202107,"norfolk, ma",719000,837,26,864,12,260,390,1869,1097129,1033
,202106,"dukes, ma",2295000,122,62,48,6,10,1004,2463,3994093,172
,202106,"worcester, ma",439950,773,16,1334,26,208,235,1857,507009,1081
,202106,"hampshire, ma",411200,195,26,228,2,36,236,1737,505362,254
,202106,"berkshire, ma",475000,360,37,232,2,52,245,2138,951161,657
,202106,"nantucket, ma",3395000,125,51,60,0,10,1285,2812,4672248,132
,202106,"plymouth, ma",572000,585,17,866,28,150,319,1851,775245,872
,202106,"franklin, ma",330000,75,18,96,4,12,176,1813,420529,100
,202106,"middlesex, ma",717498,1490,15,2580,26,414,391,1876,1069266,1975
,202106,"norfolk, ma",728500,862,17,1278,28,278,388,1888,1119649,1132
,202106,"essex, ma",622000,649,11,1186,20,162,329,1949,898315,924
,202106,"bristol, ma",466000,412,15,638,14,76,259,1840,707863,608
,202106,"suffolk, ma",849000,1601,37,1132,16,416,847,1174,1648497,1827
,202106,"barnstable, ma",725000,705,39,628,18,162,427,1815,1389244,1717
,202106,"hampden, ma",299675,351,16,572,4,102,188,1685,385361,522
,202105,"plymouth, ma",569900,480,18,752,24,92,307,1853,777100,749
,202105,"dukes, ma",2297000,116,77,68,0,12,971,2906,4053684,165
,202105,"middlesex, ma",749900,1257,11,2396,16,316,409,1900,1136673,1724
,202105,"worcester, ma",425000,658,14,1220,32,144,228,1846,503791,946
,202105,"barnstable, ma",699900,645,41,716,32,124,428,1820,1417800,1607
,202105,"hampden, ma",299900,315,14,560,8,88,192,1688,374684,505
,202105,"suffolk, ma",849000,1421,33,1048,20,352,845,1215,1704143,1692
,202105,"essex, ma",594900,507,12,916,24,92,326,1946,910751,770
,202105,"bristol, ma",449900,347,17,568,12,72,257,1788,723751,557
,202105,"berkshire, ma",499450,294,36,200,0,32,254,2152,988820,578
,202105,"franklin, ma",325000,57,21,72,0,8,173,1804,412029,71
,202105,"nantucket, ma",3750000,103,61,56,0,4,1285,2828,4704643,115
,202105,"norfolk, ma",710250,776,17,1232,32,208,389,1920,1160788,1049
,202105,"hampshire, ma",450000,160,39,172,0,24,236,1909,523954,212
,202104,"plymouth, ma",544925,487,18,760,24,96,299,1826,739150,751
,202104,"franklin, ma",328500,47,28,66,0,2,184,1802,480192,63
,202104,"bristol, ma",451225,343,17,534,14,54,254,1833,742100,517
,202104,"middlesex, ma",731700,1184,13,2000,28,234,410,1846,1121997,1625
,202104,"hampshire, ma",449500,149,35,158,6,18,242,1930,533298,200
,202104,"norfolk, ma",705998,751,17,1110,38,146,388,1895,1153328,1026
,202104,"berkshire, ma",525000,251,38,174,2,18,253,2183,1026983,524
,202104,"barnstable, ma",699500,578,48,596,28,72,422,1800,1460962,1502
,202104,"essex, ma",599900,476,13,850,24,86,313,1954,949496,718
,202104,"suffolk, ma",842000,1417,28,1052,4,296,867,1206,1689056,1677
,202104,"worcester, ma",414950,594,14,1086,18,98,229,1805,496042,845
,202104,"hampden, ma",312475,269,16,430,14,52,190,1730,385827,422
,202104,"nantucket, ma",3572500,95,129,42,0,2,1228,2800,4382772,121
,202104,"dukes, ma",2522500,110,122,30,0,4,972,3030,4362831,169
,202103,"bristol, ma",446650,329,22,510,10,56,253,1856,698060,492
,202103,"berkshire, ma",529000,242,72,164,2,14,255,2221,995601,493
,202103,"norfolk, ma",724450,645,18,964,14,116,391,1917,1144966,885
,202103,"franklin, ma",345475,44,64,36,0,4,179,1998,468226,57
,202103,"hampden, ma",298450,262,23,388,10,50,187,1673,373032,399
,202103,"nantucket, ma",3545000,102,138,36,0,4,1270,2724,4217206,125
,202103,"essex, ma",599450,465,14,836,18,68,315,2073,997036,666
,202103,"suffolk, ma",810950,1172,36,954,8,198,860,1178,1597566,1372
,202103,"barnstable, ma",709450,617,73,506,52,64,440,1820,1471288,1359
,202103,"worcester, ma",412450,537,15,970,26,84,225,1806,498031,765
,202103,"hampshire, ma",407500,148,52,136,0,10,235,1831,498995,189
,202103,"plymouth, ma",537450,459,19,702,22,72,295,1831,717668,702
,202103,"middlesex, ma",700000,1112,16,1834,36,206,400,1816,1083605,1520
,202103,"dukes, ma",2598750,106,150,36,0,6,991,2909,4245147,169
,202102,"hampshire, ma",398361,144,74,96,4,12,232,1816,497776,192
,202102,"franklin, ma",329950,53,78,40,0,6,173,1991,437953,68
,202102,"hampden, ma",276700,280,42,328,8,56,178,1673,352048,398
,202102,"berkshire, ma",501875,271,101,82,12,24,249,2210,948451,483
,202102,"essex, ma",593000,407,23,562,18,60,311,1999,945553,554
,202102,"plymouth, ma",549500,427,26,528,30,52,296,1880,716487,635
,202102,"worcester, ma",425000,481,43,568,30,66,226,1837,504241,651
,202102,"suffolk, ma",797000,1109,50,662,8,198,834,1162,1534932,1285
,202102,"middlesex, ma",732000,937,24,1292,34,158,407,1805,1138874,1270
,202102,"barnstable, ma",749475,583,98,344,20,52,448,1831,1429470,1372
,202102,"nantucket, ma",3225000,108,132,22,2,0,1240,2580,3934718,134
,202102,"dukes, ma",2203500,127,145,34,0,6,922,2629,3804575,190
,202102,"bristol, ma",439925,319,43,356,18,46,249,1898,722754,472
,202102,"norfolk, ma",723499,579,35,650,24,92,385,1864,1126771,763
,202101,"hampshire, ma",389900,174,75,100,4,28,218,1792,479037,206
,202101,"bristol, ma",449900,373,53,380,16,56,248,1920,699022,510
,202101,"hampden, ma",250000,339,46,324,4,80,173,1600,344136,454
,202101,"franklin, ma",294950,66,73,32,0,8,171,1920,390894,79
,202101,"middlesex, ma",719000,989,58,1048,12,164,401,1817,1068030,1240
,202101,"nantucket, ma",3200000,138,121,16,0,8,1184,2562,4121662,161
,202101,"suffolk, ma",774500,1206,79,676,0,216,793,1162,1422035,1323
,202101,"dukes, ma",2172500,150,148,16,0,4,861,2676,3612139,210
,202101,"essex, ma",579721,411,39,520,12,60,309,1966,966318,559
,202101,"berkshire, ma",432500,334,98,84,4,32,239,2050,1025096,532
,202101,"worcester, ma",415000,571,54,560,28,80,223,1934,509425,749
,202101,"norfolk, ma",699000,633,53,628,24,108,379,1875,1064609,773
,202101,"barnstable, ma",709000,692,91,376,28,96,425,1830,1406116,1469
,202101,"plymouth, ma",550000,433,51,452,36,60,295,1920,709533,613
,202012,"middlesex, ma",684000,1342,60,818,14,288,385,1809,986608,2262
,202012,"hampshire, ma",377450,211,67,108,0,26,209,1778,459041,302
,202012,"hampden, ma",254950,430,50,346,12,100,173,1622,333376,692
,202012,"barnstable, ma",699000,840,83,298,12,102,402,1812,1294582,1839
,202012,"norfolk, ma",659000,797,63,398,10,148,368,1840,1028250,1287
,202012,"worcester, ma",397946,772,57,564,44,172,218,1885,484819,1339
,202012,"nantucket, ma",3200000,184,105,8,0,8,1181,2591,4057098,210
,202012,"berkshire, ma",409500,420,86,96,4,30,222,2013,952918,675
,202012,"essex, ma",554475,539,54,442,6,102,304,1947,882558,976
,202012,"bristol, ma",434800,448,55,296,4,72,237,1872,633123,867
,202012,"franklin, ma",269200,73,58,26,0,4,169,1871,374853,119
,202012,"plymouth, ma",549675,535,57,348,22,88,281,1953,702420,1084
,202012,"suffolk, ma",756750,1532,76,346,12,218,762,1167,1339846,1931
,202012,"dukes, ma",2226500,182,118,28,0,12,863,2676,3707590,268
,202011,"nantucket, ma",3150000,213,86,42,0,10,1156,2649,3908756,257
,202011,"berkshire, ma",422000,477,71,130,2,60,223,2030,936397,798
,202011,"hampden, ma",269603,477,41,468,8,156,174,1650,342126,908
,202011,"plymouth, ma",539913,723,41,658,48,192,274,1971,700967,1524
,202011,"suffolk, ma",766750,1975,59,660,8,458,785,1155,1314079,2546
,202011,"norfolk, ma",692000,1057,47,720,26,292,369,1910,1088667,1834
,202011,"dukes, ma",1837500,218,93,46,0,24,818,2441,3359835,310
,202011,"bristol, ma",427675,551,44,472,8,126,235,1874,618731,1154
,202011,"franklin, ma",282225,85,53,68,0,18,159,1990,382852,151
,202011,"worcester, ma",394425,909,44,792,42,242,212,1919,486255,1844
,202011,"essex, ma",574225,732,43,714,10,250,304,1976,901478,1483
,202011,"middlesex, ma",694450,1926,43,1456,20,644,392,1806,1028463,3320
,202011,"barnstable, ma",685000,996,67,532,16,170,402,1773,1268973,2253
,202011,"hampshire, ma",398000,234,61,120,0,46,210,1870,487060,379
,202010,"middlesex, ma",700000,2101,29,1940,20,788,389,1848,1042867,2644
,202010,"essex, ma",595000,906,24,1032,12,272,305,2018,903807,1232
,202010,"norfolk, ma",699000,1204,33,1032,32,448,370,1923,1104285,1493
,202010,"barnstable, ma",661000,1124,58,644,20,240,388,1801,1226451,2469
,202010,"dukes, ma",1812500,252,72,52,4,20,789,2422,3336230,358
,202010,"bristol, ma",439900,606,30,636,16,168,236,1911,624221,867
,202010,"worcester, ma",399900,1049,26,1092,32,296,212,1969,498469,1408
,202010,"berkshire, ma",449000,545,57,192,4,84,217,2086,839892,938
,202010,"hampden, ma",299000,530,30,560,0,204,175,1737,362699,718
,202010,"plymouth, ma",549900,797,29,784,36,224,277,2006,722590,1158
,202010,"suffolk, ma",779000,2151,38,900,12,824,794,1155,1314437,2318
,202010,"nantucket, ma",3195000,235,72,48,0,32,1135,2763,3940578,292
,202010,"franklin, ma",304450,101,42,84,0,20,165,2000,381294,131
,202010,"hampshire, ma",389900,267,52,152,0,60,207,1901,471044,331
,202009,"worcester, ma",399925,1033,26,1192,24,318,211,1983,489170,1401
,202009,"hampshire, ma",425000,277,52,200,4,84,207,1984,487932,338
,202009,"bristol, ma",434675,575,29,638,12,122,230,1943,620550,824
,202009,"essex, ma",599950,885,23,1066,10,228,308,2034,913848,1218
,202009,"suffolk, ma",799450,1916,39,1292,16,702,817,1165,1343143,2051
,202009,"dukes, ma",1773750,267,41,68,2,38,778,2358,3302149,380
,202009,"franklin, ma",330950,113,44,78,0,28,149,2203,417720,145
,202009,"middlesex, ma",723750,2011,26,2280,22,702,378,1949,1056744,2461
,202009,"berkshire, ma",454500,590,50,260,10,104,211,2052,784607,1033
,202009,"hampden, ma",299900,485,29,552,4,140,174,1793,368968,675
,202009,"barnstable, ma",693000,1205,63,804,26,262,384,1838,1231651,2577
,202009,"nantucket, ma",2995000,263,41,74,0,34,1074,2799,3863310,326
,202009,"norfolk, ma",699000,1137,35,1060,26,414,365,1983,1127056,1410
,202009,"plymouth, ma",584000,824,32,844,32,226,276,2037,747793,1164
,202008,"essex, ma",609900,852,26,1016,12,228,305,2164,928728,1191
,202008,"nantucket, ma",2995000,346,16,92,0,32,1069,2983,4108157,405
,202008,"barnstable, ma",650000,1309,74,704,20,284,365,1858,1166940,2600
,202008,"plymouth, ma",589000,872,37,820,32,200,265,2112,742527,1208
,202008,"bristol, ma",449950,606,33,656,20,124,232,1968,555254,886
,202008,"middlesex, ma",730000,1863,31,1828,28,656,366,2059,1072147,2348
,202008,"hampshire, ma",424900,268,52,168,0,60,206,1968,489600,334
,202008,"berkshire, ma",449000,613,58,252,4,108,209,2086,785575,1044
,202008,"suffolk, ma",839500,1610,40,788,4,476,841,1200,1418622,1761
,202008,"norfolk, ma",699900,1138,38,976,20,372,361,2044,1165804,1430
,202008,"worcester, ma",409000,1019,35,1176,12,272,207,2041,488650,1367
,202008,"dukes, ma",1695000,278,25,84,0,20,739,2337,3274247,389
,202008,"hampden, ma",315000,480,36,504,8,152,167,1801,364117,670
,202008,"franklin, ma",349000,100,47,88,0,24,158,2205,420481,130
,202007,"suffolk, ma",849000,1501,34,942,6,514,846,1221,1437772,1669
,202007,"franklin, ma",299900,109,52,82,0,30,157,1961,370350,143
,202007,"middlesex, ma",749900,1934,31,2078,22,638,360,2116,1078308,2430
,202007,"berkshire, ma",430000,653,59,250,10,126,204,2088,763395,1065
,202007,"plymouth, ma",579450,994,41,906,50,250,268,2095,755067,1365
,202007,"barnstable, ma",644450,1538,83,690,22,328,361,1858,1127724,2767
,202007,"bristol, ma",449900,658,37,654,16,150,226,1969,543159,906
,202007,"essex, ma",617400,908,31,1002,10,226,305,2195,928542,1228
,202007,"norfolk, ma",709450,1193,36,1146,28,330,345,2128,1150318,1461
,202007,"dukes, ma",1474500,178,71,48,0,14,716,2176,2747547,235
,202007,"hampden, ma",299900,495,38,528,10,172,167,1783,353411,694
,202007,"hampshire, ma",425000,271,53,202,0,70,204,2011,486208,343
,202007,"nantucket, ma",2697500,54,42,20,0,4,999,2774,3869799,69
,202007,"worcester, ma",419950,1108,38,990,40,288,208,2065,489325,1491
,202006,"nantucket, ma",2995000,48,47,14,0,2,1017,2775,3822348,53
,202006,"middlesex, ma",749900,2034,26,2268,30,702,351,2156,1071926,2617
,202006,"barnstable, ma",639950,1739,98,788,14,350,358,1876,1087158,2856
,202006,"bristol, ma",437425,710,45,668,16,198,225,1965,518815,984
,202006,"worcester, ma",419950,1244,38,1196,20,348,206,2038,487531,1650
,202006,"berkshire, ma",449725,704,86,246,2,118,210,2126,752378,1043
,202006,"essex, ma",614949,1045,30,1134,12,274,300,2172,904600,1392
,202006,"suffolk, ma",844450,1303,30,1100,6,376,827,1214,1424907,1483
,202006,"norfolk, ma",722450,1229,33,1148,14,374,341,2264,1152159,1545
,202006,"hampden, ma",299950,545,47,528,4,206,166,1801,352067,743
,202006,"dukes, ma",1425000,180,83,44,2,16,671,2100,2515969,217
,202006,"franklin, ma",301150,129,41,74,4,26,155,1940,374849,170
,202006,"plymouth, ma",567450,1170,38,968,28,312,265,2121,734903,1539
,202006,"hampshire, ma",412200,294,60,190,4,78,200,2036,483718,360
,202005,"berkshire, ma",425000,708,95,256,0,96,201,2136,736884,913
,202005,"barnstable, ma",624000,1974,89,656,8,332,349,1848,1054690,2564
,202005,"franklin, ma",275000,128,58,76,0,24,153,1824,341380,161
,202005,"worcester, ma",399900,1354,52,1092,28,336,200,2018,462749,1657
,202005,"bristol, ma",409900,758,61,544,12,220,219,1876,500920,963
,202005,"dukes, ma",1442500,162,89,40,0,8,678,2100,2216019,179
,202005,"plymouth, ma",547900,1201,59,828,16,280,261,2042,679766,1463
,202005,"norfolk, ma",699000,1150,54,976,12,296,332,2238,1101657,1356
,202005,"nantucket, ma",2995000,31,72,8,0,0,929,2942,2963100,36
