Unnamed: 0,month_date_yyyymm,county_name,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count
,202005,"hampden, ma",289000,581,59,444,4,160,167,1764,339209,745
,202005,"hampshire, ma",399950,301,71,184,0,68,198,2000,463327,355
,202005,"essex, ma",599900,979,40,1044,8,236,298,2155,886625,1239
,202005,"middlesex, ma",719900,1838,41,1860,24,388,325,2243,1006439,2241
,202005,"suffolk, ma",819000,976,52,764,4,216,795,1218,1483671,1100
,202004,"essex, ma",599450,899,42,590,6,140,298,2098,870666,1058
,202004,"bristol, ma",399950,802,52,456,8,150,217,1861,489880,951
,202004,"hampshire, ma",397750,289,62,106,0,42,198,1972,459396,326
,202004,"middlesex, ma",697450,1598,39,1102,14,272,315,2226,996691,1839
,202004,"dukes, ma",1560000,149,146,26,0,8,680,2063,2322058,172
,202004,"franklin, ma",261925,136,67,50,0,20,146,1884,323598,151
,202004,"norfolk, ma",673475,1003,45,608,8,148,326,2210,1128612,1130
,202004,"suffolk, ma",827400,850,46,420,2,124,800,1220,1556033,925
,202004,"worcester, ma",389950,1304,43,766,16,280,197,2020,450844,1491
,202004,"nantucket, ma",2640000,26,66,10,0,0,896,2819,2703419,32
,202004,"barnstable, ma",601000,1976,79,396,6,168,346,1845,1040333,2511
,202004,"hampden, ma",279900,630,51,368,4,132,164,1737,328207,748
,202004,"plymouth, ma",539000,1104,50,526,10,178,259,2032,665070,1246
,202004,"berkshire, ma",404113,671,107,92,0,30,197,2127,737263,846
,202003,"dukes, ma",1397500,139,152,32,0,12,663,2036,2231057,167
,202003,"hampshire, ma",386175,304,57,182,4,58,195,1923,429765,364
,202003,"hampden, ma",279947,638,44,468,6,172,161,1755,331316,811
,202003,"plymouth, ma",536858,1150,40,810,14,266,261,2017,664390,1428
,202003,"bristol, ma",412400,821,44,622,8,182,218,1872,488815,1019
,202003,"nantucket, ma",2640000,23,87,6,0,0,929,2911,2757396,29
,202003,"franklin, ma",259675,138,68,68,0,26,147,1859,313822,159
,202003,"essex, ma",619000,903,30,922,10,190,296,2162,893339,1150
,202003,"berkshire, ma",399450,677,118,178,8,60,197,2106,724527,872
,202003,"middlesex, ma",718750,1680,23,2010,20,356,319,2249,1039000,2131
,202003,"worcester, ma",394200,1285,33,1172,28,304,197,2027,456129,1604
,202003,"norfolk, ma",685250,1042,25,1014,12,218,333,2237,1161640,1276
,202003,"barnstable, ma",601950,1934,73,734,12,302,346,1851,1045989,2670
,202003,"suffolk, ma",844000,894,35,680,2,176,810,1238,1602971,1042
,202002,"suffolk, ma",839000,823,37,632,12,136,833,1235,1663123,958
,202002,"essex, ma",609900,797,45,664,16,160,300,2175,910254,1030
,202002,"franklin, ma",249900,139,115,56,0,16,141,1708,316203,150
,202002,"norfolk, ma",649000,843,38,736,16,188,325,2204,1159195,1049
,202002,"hampshire, ma",359900,288,86,124,0,68,188,1904,406781,330
,202002,"nantucket, ma",2995000,16,115,0,0,0,929,3197,3206875,23
,202002,"hampden, ma",249900,651,47,424,4,192,154,1674,305632,798
,202002,"bristol, ma",399900,832,68,468,16,188,219,1842,483134,1018
,202002,"barnstable, ma",599900,1785,105,628,4,252,346,1848,1060401,2424
,202002,"berkshire, ma",389000,645,130,132,0,68,194,2016,724616,816
,202002,"plymouth, ma",518900,1049,60,692,8,200,259,2016,639105,1283
,202002,"dukes, ma",1500000,125,168,24,0,8,677,2100,2275718,154
,202002,"middlesex, ma",699900,1378,35,1344,16,296,327,2200,1027172,1734
,202002,"worcester, ma",374900,1196,58,820,24,276,195,1968,440979,1445
,202001,"berkshire, ma",391500,668,122,78,2,60,193,2021,713809,833
,202001,"essex, ma",582475,833,74,536,14,128,300,2040,894461,1010
,202001,"hampden, ma",242400,680,68,354,0,170,153,1641,297487,774
,202001,"franklin, ma",265225,145,115,30,0,18,139,1845,321647,159
,202001,"norfolk, ma",603700,860,81,502,12,174,314,2074,1100377,989
,202001,"suffolk, ma",837000,793,72,492,6,128,821,1235,1710945,878
,202001,"plymouth, ma",499000,1088,76,516,34,228,255,1990,614881,1245
,202001,"dukes, ma",1499000,142,160,16,0,4,657,2145,2435704,171
,202001,"barnstable, ma",578000,1874,110,582,14,206,332,1800,1006663,2238
,202001,"middlesex, ma",669350,1352,76,994,10,298,316,2149,927018,1572
,202001,"bristol, ma",389900,931,75,398,8,228,216,1810,468505,1051
,202001,"worcester, ma",369782,1313,78,746,24,274,192,1920,426008,1487
,202001,"nantucket, ma",3340000,21,141,0,0,0,919,3378,3582917,28
,202001,"hampshire, ma",360950,296,90,98,2,70,188,1904,417894,326
,201912,"berkshire, ma",383450,777,112,74,2,60,187,2023,694079,958
,201912,"suffolk, ma",814000,933,76,222,0,116,796,1238,1636563,1027
,201912,"plymouth, ma",499225,1272,73,312,24,198,252,2007,618899,1415
,201912,"dukes, ma",1499250,199,152,8,0,4,669,2258,2532525,233
,201912,"norfolk, ma",619675,1046,75,262,6,160,312,2067,1074379,1199
,201912,"worcester, ma",369900,1538,73,432,22,268,191,1949,421528,1735
,201912,"hampden, ma",235925,761,67,216,2,164,152,1625,289675,869
,201912,"essex, ma",577400,1023,69,316,6,142,292,2056,861757,1189
,201912,"hampshire, ma",364450,352,82,78,0,40,189,1916,425595,381
,201912,"franklin, ma",269950,179,96,30,0,18,142,1915,324331,197
,201912,"bristol, ma",392450,1035,71,316,6,206,214,1832,472980,1165
,201912,"barnstable, ma",575000,2093,103,240,4,140,330,1804,982714,2569
,201912,"middlesex, ma",669000,1690,74,434,18,286,314,2156,926494,1936
,201912,"nantucket, ma",3595000,38,145,2,0,2,948,3452,4143311,46
,201911,"plymouth, ma",512450,1651,61,604,20,412,252,2038,656801,1857
,201911,"franklin, ma",265000,225,74,56,0,52,143,1827,314650,243
,201911,"nantucket, ma",3672500,51,131,12,0,0,988,3438,4619054,60
,201911,"norfolk, ma",599999,1542,53,632,16,492,307,2064,1036524,1742
,201911,"suffolk, ma",809000,1219,53,440,8,340,762,1260,1528591,1355
,201911,"barnstable, ma",575000,2377,86,456,8,384,329,1804,979661,3155
,201911,"berkshire, ma",369250,923,101,100,0,112,181,2001,602672,1146
,201911,"bristol, ma",399450,1188,58,468,12,368,214,1850,475993,1387
,201911,"middlesex, ma",664950,2527,51,956,12,1008,309,2200,949575,2942
,201911,"dukes, ma",1499000,212,135,28,0,16,665,2212,2471857,258
,201911,"worcester, ma",369900,1925,57,848,8,592,190,1983,423380,2179
,201911,"hampden, ma",242500,907,56,428,0,368,151,1683,291941,1052
,201911,"essex, ma",575000,1382,52,648,12,452,283,2104,844145,1620
,201911,"hampshire, ma",359900,403,74,108,0,104,187,1928,418292,446
,201910,"suffolk, ma",772408,1399,38,650,8,496,727,1248,1458129,1538
,201910,"hampshire, ma",349325,445,72,186,2,124,191,1919,414189,490
,201910,"dukes, ma",1531250,242,120,42,0,24,684,2212,2524176,285
,201910,"nantucket, ma",4245000,53,110,4,0,6,1050,3563,4867436,64
,201910,"berkshire, ma",369000,1011,97,170,4,146,181,1979,574532,1283
,201910,"middlesex, ma",659227,3010,39,1590,28,1282,307,2165,929079,3464
,201910,"worcester, ma",369014,2120,52,1032,42,860,190,1994,429769,2448
,201910,"bristol, ma",397177,1298,47,612,6,448,214,1842,468719,1515
,201910,"hampden, ma",249900,1019,49,542,8,408,150,1696,294661,1159
,201910,"essex, ma",579925,1555,46,858,12,570,278,2103,827223,1835
,201910,"plymouth, ma",509222,1797,56,734,20,684,250,2042,651098,2072
,201910,"norfolk, ma",601091,1710,45,836,26,694,306,2086,1005533,1963
,201910,"barnstable, ma",586950,2605,84,600,14,640,329,1805,971436,3444
,201910,"franklin, ma",269450,241,74,70,0,68,145,1842,321573,259
,201909,"hampden, ma",251523,1000,49,598,8,392,150,1709,299571,1144
,201909,"essex, ma",589075,1547,46,866,12,558,279,2112,834405,1836
,201909,"franklin, ma",278545,238,70,82,0,68,147,1861,328410,256
,201909,"barnstable, ma",592468,2620,83,650,12,634,331,1817,982190,3311
,201909,"dukes, ma",1605295,246,107,68,0,24,685,2287,2598667,280
,201909,"berkshire, ma",370909,1051,89,178,4,180,183,1993,575053,1329
,201909,"hampshire, ma",357059,443,68,176,4,124,191,1938,422544,499
,201909,"worcester, ma",371070,2116,52,1044,46,840,190,2007,434915,2444
,201909,"middlesex, ma",662341,2936,41,1598,32,1146,307,2184,938776,3401
,201909,"nantucket, ma",3851818,58,96,8,0,12,1046,3494,4721224,65
,201909,"norfolk, ma",607886,1712,47,882,36,652,304,2099,982696,1974
,201909,"bristol, ma",396491,1288,49,632,8,442,213,1850,467377,1515
,201909,"plymouth, ma",512408,1800,57,772,16,680,252,2055,657924,2076
,201909,"suffolk, ma",780606,1341,41,634,8,442,737,1259,1462023,1475
,201908,"norfolk, ma",618155,1714,49,928,40,576,303,2135,984756,1974
,201908,"worcester, ma",376368,2100,51,1036,36,808,190,2039,442046,2424
,201908,"plymouth, ma",528363,1804,56,812,16,612,254,2075,672362,2068
,201908,"barnstable, ma",596927,2618,80,588,4,580,335,1829,998321,3085
,201908,"dukes, ma",1660318,248,95,72,0,28,687,2357,2686204,271
,201908,"franklin, ma",290818,233,61,96,4,64,149,1906,340725,253
,201908,"hampshire, ma",366264,453,61,180,4,124,192,1957,431093,513
,201908,"bristol, ma",398536,1268,51,596,16,432,212,1863,470382,1506
,201908,"berkshire, ma",373364,1091,80,188,8,216,185,2007,578296,1376
,201908,"nantucket, ma",3667727,61,82,8,0,12,1039,3404,4562878,64
,201908,"middlesex, ma",678336,2823,44,1612,24,1020,308,2227,964780,3286
,201908,"hampden, ma",253609,963,46,588,4,384,151,1726,304096,1118
,201908,"suffolk, ma",807227,1279,47,612,4,380,754,1279,1481737,1423
,201908,"essex, ma",604600,1543,46,876,8,544,281,2124,852501,1838
,201907,"hampshire, ma",374325,460,55,188,0,130,192,1986,439618,525
,201907,"suffolk, ma",799000,1253,46,616,8,344,763,1276,1484075,1394
,201907,"middlesex, ma",689750,2782,44,1634,28,950,309,2258,992732,3217
,201907,"franklin, ma",296450,224,52,84,2,60,148,1970,344501,253
,201907,"berkshire, ma",372175,1113,72,250,6,214,186,2001,576932,1390
,201907,"plymouth, ma",534450,1801,52,814,20,548,256,2094,676885,2070
,201907,"worcester, ma",379900,2101,47,1116,24,788,190,2064,446464,2414
,201907,"essex, ma",607450,1546,44,934,6,522,283,2133,863848,1855
,201907,"bristol, ma",411950,1262,50,652,12,450,213,1899,477227,1491
,201907,"dukes, ma",1660000,242,83,56,0,24,683,2411,2685172,251
,201907,"barnstable, ma",599675,2617,75,664,0,632,338,1829,1009547,2945
,201907,"hampden, ma",259075,931,43,574,2,384,151,1741,308830,1094
,201907,"norfolk, ma",634925,1711,49,898,28,618,306,2179,1011282,1969
,201907,"nantucket, ma",3545000,64,69,16,0,10,1043,3362,4537953,64
,201906,"hampshire, ma",375000,442,46,228,0,136,191,2059,437510,515
,201906,"nantucket, ma",3199000,55,58,12,0,4,1051,3355,4693623,55
,201906,"worcester, ma",389900,2080,37,1516,28,836,191,2098,452359,2472
,201906,"hampden, ma",259900,900,39,604,8,380,152,1762,312213,1084
,201906,"franklin, ma",289900,228,46,108,0,68,146,1931,344300,255
,201906,"plymouth, ma",529450,1848,42,1036,8,688,255,2100,671549,2159
,201906,"berkshire, ma",369000,1051,67,292,0,212,185,2003,579866,1307
,201906,"barnstable, ma",599000,2623,67,788,20,632,339,1822,981607,2947
,201906,"middlesex, ma",695000,3004,31,2216,36,1340,308,2300,997409,3576
,201906,"norfolk, ma",648950,1822,37,1156,28,712,314,2200,1050308,2134
,201906,"dukes, ma",1564500,234,82,56,0,20,675,2378,2462511,244
,201906,"essex, ma",595000,1642,33,1236,20,572,282,2108,838825,2008
,201906,"suffolk, ma",789900,1330,35,900,20,436,745,1267,1459671,1488
,201906,"bristol, ma",400000,1236,44,748,16,456,214,1901,479976,1491
,201905,"hampden, ma",254900,839,37,650,2,328,150,1767,309415,1029
,201905,"dukes, ma",1499450,206,83,46,0,16,672,2331,2359888,217
,201905,"berkshire, ma",369000,936,72,298,0,132,187,2014,600885,1181
,201905,"nantucket, ma",2725000,42,48,12,0,2,1004,3352,3823841,42
,201905,"barnstable, ma",599000,2534,64,904,14,542,337,1822,973632,2918
,201905,"hampshire, ma",372450,411,39,282,2,120,188,2022,433011,495
,201905,"norfolk, ma",649000,1642,33,1288,8,596,313,2193,1057534,1975
,201905,"middlesex, ma",696350,2657,28,2536,22,914,313,2277,1001716,3245
,201905,"worcester, ma",389900,1862,37,1464,24,690,190,2100,444013,2230
,201905,"suffolk, ma",804750,1179,32,976,10,368,763,1280,1505858,1393
,201905,"bristol, ma",399900,1172,46,774,6,374,216,1900,480724,1411
,201905,"plymouth, ma",527000,1672,39,1110,24,598,252,2128,669601,2003
,201905,"essex, ma",599180,1506,30,1326,12,474,277,2164,829076,1883
,201905,"franklin, ma",279475,208,49,106,0,74,145,1894,339674,237
,201904,"dukes, ma",1489714,176,90,58,0,10,674,2344,2521501,185
,201904,"plymouth, ma",523054,1515,40,1038,28,432,252,2113,671008,1826
,201904,"norfolk, ma",637450,1476,31,1238,16,464,308,2192,1035591,1797
,201904,"nantucket, ma",2320000,44,100,8,0,0,922,3120,3213930,44
,201904,"bristol, ma",399900,1101,49,706,8,330,218,1859,479581,1325
,201904,"franklin, ma",258054,175,64,66,0,46,142,1857,337767,205
,201904,"essex, ma",591975,1301,31,1210,4,390,278,2142,818034,1670
,201904,"middlesex, ma",688700,2311,26,2292,38,800,315,2240,987145,2855
,201904,"hampshire, ma",375225,348,42,210,0,94,186,2039,440734,408
,201904,"berkshire, ma",374993,853,97,236,8,112,189,2004,601617,1067
,201904,"suffolk, ma",809000,1135,33,966,2,338,757,1260,1460514,1315
,201904,"hampden, ma",249900,796,42,590,2,246,147,1755,297955,972
,201904,"barnstable, ma",599000,2408,70,878,4,504,338,1854,971599,2803
,201904,"worcester, ma",379925,1655,36,1380,32,542,189,2057,435588,2016
,201903,"berkshire, ma",374943,809,118,184,4,88,187,2009,606219,1024
,201903,"essex, ma",543807,1217,40,920,4,328,271,2010,766996,1505
,201903,"hampshire, ma",355136,314,76,152,0,64,184,1974,420374,372
,201903,"plymouth, ma",510128,1389,52,740,20,344,249,2083,648963,1653
,201903,"franklin, ma",248279,177,80,48,0,36,144,1768,334531,202
,201903,"norfolk, ma",615527,1299,38,884,20,328,302,2181,1012315,1561
,201903,"nantucket, ma",2237857,42,146,8,0,0,858,3094,2969105,42
,201903,"suffolk, ma",799000,1018,38,720,0,272,753,1261,1471510,1177
,201903,"middlesex, ma",659186,1988,35,1672,32,580,308,2180,956082,2433
,201903,"bristol, ma",382243,1096,61,648,4,288,214,1796,459459,1291
,201903,"hampden, ma",235614,814,50,528,4,220,145,1684,282346,977
,201903,"dukes, ma",1438714,169,111,40,0,8,670,2274,2550065,174
,201903,"worcester, ma",362757,1556,57,1016,32,412,187,1964,418958,1850
,201903,"barnstable, ma",596657,2229,96,688,8,340,337,1834,979568,2565
,201902,"berkshire, ma",370225,805,128,144,0,56,183,2003,600562,992
,201902,"essex, ma",499950,1130,56,684,6,264,267,1907,738220,1338
,201902,"norfolk, ma",599900,1132,47,682,20,210,296,2132,993322,1318
,201902,"middlesex, ma",634000,1732,46,1126,28,420,302,2110,911874,2086
,201902,"worcester, ma",349900,1502,74,686,36,340,185,1908,405257,1722
,201902,"suffolk, ma",785000,887,41,502,4,194,732,1276,1494210,1007
,201902,"hampshire, ma",326575,305,105,104,4,64,179,1938,397449,341
,201902,"nantucket, ma",2245000,44,166,10,0,0,801,3245,2892121,45
,201902,"dukes, ma",1395000,163,122,36,0,6,658,2207,2482304,165
,201902,"plymouth, ma",487450,1333,66,582,16,294,245,2014,616003,1521
,201902,"hampden, ma",225561,837,66,392,8,264,143,1639,272008,965
,201902,"barnstable, ma",586850,2108,114,598,10,294,330,1807,969914,2374
,201902,"bristol, ma",369450,1085,74,442,4,256,210,1770,445402,1249
,201902,"franklin, ma",239900,179,91,48,0,24,143,1700,329206,199
,201901,"hampshire, ma",324925,323,100,104,2,62,179,1917,389147,354
,201901,"plymouth, ma",474950,1390,73,578,24,294,241,1982,594802,1523
,201901,"nantucket, ma",2245000,40,145,2,0,0,811,3018,2957613,40
,201901,"worcester, ma",332500,1639,78,678,22,410,181,1876,398487,1819
,201901,"berkshire, ma",361000,827,119,114,2,74,182,1990,588845,1005
,201901,"barnstable, ma",569450,2068,108,476,14,296,326,1803,955768,2283
,201901,"franklin, ma",241700,190,87,32,2,34,141,1753,328763,203
,201901,"suffolk, ma",719923,900,61,526,2,186,701,1265,1368074,997
,201901,"essex, ma",499900,1169,72,572,4,280,266,1910,740146,1347
,201901,"norfolk, ma",597400,1082,72,616,18,238,294,2100,966010,1229
,201901,"dukes, ma",1495000,159,126,26,0,10,655,2200,2501216,162
,201901,"middlesex, ma",602650,1824,65,1150,26,456,293,2065,841394,2075
,201901,"hampden, ma",225850,880,68,348,4,300,143,1633,269264,970
,201901,"bristol, ma",359000,1164,77,402,10,294,208,1763,437545,1296
,201812,"barnstable, ma",585000,2363,94,312,12,256,328,1808,961093,2586
,201812,"franklin, ma",256950,221,79,56,0,28,142,1787,332082,245
,201812,"hampshire, ma",330000,385,87,76,0,60,179,1915,400703,417
,201812,"bristol, ma",359900,1319,66,280,8,292,206,1775,437048,1465
,201812,"plymouth, ma",475000,1607,67,456,16,276,239,2000,599499,1750
,201812,"nantucket, ma",2280000,51,122,0,0,4,904,2784,2980720,51
,201812,"essex, ma",519700,1406,59,368,4,304,264,2000,741655,1598
,201812,"middlesex, ma",615000,2130,59,628,16,428,292,2090,846999,2423
,201812,"norfolk, ma",594900,1270,64,328,16,232,293,2091,949736,1431
,201812,"berkshire, ma",374900,943,115,104,4,48,185,2043,582366,1164
,201812,"hampden, ma",224900,1016,64,300,4,228,143,1659,272879,1140
,201812,"dukes, ma",1495000,203,131,12,0,8,649,2228,2466905,208
,201812,"worcester, ma",329900,1932,67,512,16,372,179,1900,396101,2117
,201812,"suffolk, ma",719000,1036,59,224,8,168,668,1265,1323376,1143
,201811,"suffolk, ma",699450,1280,46,492,4,440,654,1255,1228198,1407
,201811,"norfolk, ma",594925,1638,50,670,14,542,294,2096,952956,1823
,201811,"dukes, ma",1398000,223,110,34,2,16,628,2262,2415074,229
,201811,"nantucket, ma",2395000,62,98,8,0,4,919,2825,3089753,62
,201811,"essex, ma",523650,1792,49,826,8,602,263,2010,739919,2043
,201811,"franklin, ma",269900,240,76,60,0,52,147,1793,331784,259
,201811,"bristol, ma",362450,1482,56,510,6,524,208,1800,442072,1634
,201811,"worcester, ma",329900,2354,58,862,32,818,178,1925,394997,2609
,201811,"plymouth, ma",476750,1887,58,702,16,624,239,2016,601425,2054
,201811,"middlesex, ma",604125,2751,45,1268,20,1182,291,2081,857220,3127
,201811,"hampden, ma",232400,1132,61,434,6,402,146,1680,281467,1281
,201811,"barnstable, ma",577000,2651,77,452,12,546,325,1829,952628,2943
,201811,"hampshire, ma",335675,458,73,98,2,124,182,1885,401948,500
,201811,"berkshire, ma",369450,1029,104,124,2,144,182,2035,573651,1299
,201810,"hampshire, ma",325000,512,71,184,0,154,180,1878,393137,567
,201810,"nantucket, ma",2395000,72,82,10,0,8,932,2822,3200088,72
,201810,"essex, ma",539450,1886,45,966,12,764,263,2053,749951,2193
,201810,"franklin, ma",274900,244,75,64,0,66,148,1853,330808,266
,201810,"plymouth, ma",479950,1946,52,798,14,810,240,2016,606959,2144
,201810,"bristol, ma",366222,1520,51,614,12,650,206,1851,444246,1702
,201810,"suffolk, ma",724950,1339,33,744,6,542,648,1269,1195521,1480
,201810,"hampden, ma",237075,1231,58,492,4,524,146,1665,285583,1381
,201810,"worcester, ma",330000,2514,50,1134,20,1206,179,1940,400682,2825
,201810,"middlesex, ma",619900,2965,37,1658,34,1326,292,2091,868792,3391
,201810,"berkshire, ma",357000,1128,93,204,4,178,180,1973,549234,1392
,201810,"norfolk, ma",599900,1709,45,900,12,714,294,2167,969408,1939
,201810,"dukes, ma",1497500,215,109,52,0,24,636,2327,2415051,219
,201810,"barnstable, ma",565000,2811,71,710,14,818,323,1820,936985,3175
,201809,"dukes, ma",1500000,217,107,20,0,20,643,2303,2414543,224
,201809,"plymouth, ma",480000,1922,51,872,16,816,242,2016,608767,2164
,201809,"franklin, ma",272200,245,74,88,0,56,147,1796,328063,265
,201809,"suffolk, ma",740500,1179,33,924,16,452,665,1341,1257469,1287
,201809,"bristol, ma",369900,1458,48,672,16,600,206,1868,452956,1653
,201809,"worcester, ma",340000,2493,46,1180,32,1084,181,1976,408096,2779
,201809,"barnstable, ma",575000,2751,71,832,16,848,323,1848,950830,3119
,201809,"essex, ma",545900,1838,46,1128,8,768,264,2083,758818,2107
,201809,"nantucket, ma",2445000,81,64,12,0,8,959,2692,3567694,81
,201809,"hampden, ma",239000,1229,53,488,4,568,144,1680,288269,1384
,201809,"middlesex, ma",629900,2899,35,1984,56,1296,291,2124,891180,3284
,201809,"norfolk, ma",615000,1696,43,1024,20,680,292,2190,988425,1927
,201809,"berkshire, ma",359000,1138,84,184,0,220,179,1997,528740,1445
,201809,"hampshire, ma",329000,493,72,180,0,164,179,1907,396013,547
,201808,"plymouth, ma",486675,1845,47,940,24,644,243,2011,615870,2113
,201808,"berkshire, ma",366500,1144,73,240,4,220,180,2023,532574,1469
,201808,"hampshire, ma",340700,488,63,184,2,184,180,1889,397647,553
,201808,"dukes, ma",1498250,223,89,40,2,20,637,2209,2519893,227
,201808,"bristol, ma",379900,1361,46,700,20,468,210,1853,460855,1595
,201808,"hampden, ma",239900,1190,47,608,6,484,147,1710,292279,1349
,201808,"nantucket, ma",2491250,77,67,24,0,6,1003,2675,3781121,77
,201808,"essex, ma",549900,1692,44,1018,14,588,263,2106,779369,1999
,201808,"worcester, ma",349450,2294,47,1282,22,904,181,1982,410125,2658
,201808,"franklin, ma",269000,243,61,76,0,72,148,1789,326280,281
,201808,"suffolk, ma",784500,943,47,532,16,214,700,1329,1352472,1063
,201808,"middlesex, ma",639425,2438,42,1600,30,806,285,2190,923128,2873
,201808,"norfolk, ma",625000,1489,48,902,20,446,295,2219,1031270,1731
,201808,"barnstable, ma",599000,2594,71,794,20,670,322,1858,971982,2982
,201807,"essex, ma",549900,1665,38,1102,16,570,264,2126,784030,1976
,201807,"suffolk, ma",781000,1021,44,614,4,264,700,1307,1350649,1184
,201807,"nantucket, ma",2455000,69,72,16,0,4,993,2707,3803894,69
,201807,"barnstable, ma",599900,2481,65,776,16,614,326,1889,988500,2871
,201807,"middlesex, ma",664500,2471,38,1756,38,874,292,2234,954624,2950
,201807,"plymouth, ma",499000,1774,45,930,10,626,245,2043,622492,2050
,201807,"hampden, ma",249900,1148,45,616,8,464,149,1751,298909,1313
,201807,"franklin, ma",274850,245,55,98,0,62,149,1776,315221,286
,201807,"berkshire, ma",369000,1119,66,252,4,214,182,2000,534923,1444
,201807,"hampshire, ma",354450,491,50,184,2,168,188,1923,404617,553
,201807,"bristol, ma",379900,1299,43,752,10,484,209,1862,462560,1524
,201807,"worcester, ma",349900,2187,42,1322,38,854,181,1986,416830,2513
,201807,"dukes, ma",1491250,214,79,46,0,26,635,2100,2496788,217
,201807,"norfolk, ma",639900,1465,44,886,18,464,300,2224,1074040,1737
,201806,"nantucket, ma",2500000,66,68,12,0,4,1007,2430,3877136,66
,201806,"hampshire, ma",359900,488,46,272,4,172,190,1958,412185,561
,201806,"berkshire, ma",379000,1037,68,280,0,152,183,2009,551844,1387
,201806,"bristol, ma",379900,1229,37,836,16,412,210,1860,459564,1510
,201806,"middlesex, ma",689900,2537,25,2644,24,960,297,2280,979782,3104
,201806,"suffolk, ma",799000,1125,33,940,12,416,709,1308,1358451,1323
,201806,"dukes, ma",1495000,212,71,56,0,20,645,2151,2367540,215
,201806,"worcester, ma",349900,2091,34,1488,36,788,181,1959,417219,2489
,201806,"norfolk, ma",650000,1556,36,1264,40,624,302,2293,1094863,1895
,201806,"hampden, ma",249900,1069,38,656,12,440,149,1737,296475,1282
,201806,"plymouth, ma",499900,1741,37,1100,20,680,247,2053,638850,2067
,201806,"essex, ma",550000,1585,29,1296,12,580,264,2119,770964,1971
