Unnamed: 0,month_date_yyyymm,county_name,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count
,201806,"franklin, ma",249000,240,44,116,0,72,148,1789,305046,271
,201806,"barnstable, ma",609900,2378,57,764,12,584,324,1900,997094,2770
,201805,"worcester, ma",349900,1818,31,1570,28,584,183,1933,417375,2230
,201805,"berkshire, ma",396500,946,84,276,8,136,186,2060,562723,1230
,201805,"bristol, ma",377000,1107,39,796,16,350,209,1860,457290,1348
,201805,"barnstable, ma",625000,2199,57,918,8,456,323,1952,1030800,2595
,201805,"essex, ma",547450,1324,25,1300,24,450,268,2102,775737,1720
,201805,"franklin, ma",249500,202,45,118,0,48,151,1818,310830,230
,201805,"hampden, ma",249950,998,33,760,4,342,149,1728,294335,1189
,201805,"hampshire, ma",375000,439,49,252,2,144,192,1968,416936,519
,201805,"dukes, ma",1466000,181,86,52,0,16,630,2251,2337929,183
,201805,"suffolk, ma",799000,1002,25,948,14,274,735,1316,1398404,1231
,201805,"nantucket, ma",2320000,56,61,12,0,8,932,2391,3799559,56
,201805,"norfolk, ma",677000,1396,27,1322,16,476,302,2327,1121181,1766
,201805,"middlesex, ma",699700,2140,23,2376,52,658,299,2311,1023752,2717
,201805,"plymouth, ma",505725,1555,31,1132,12,534,248,2058,640600,1865
,201804,"plymouth, ma",499950,1352,38,1062,20,344,247,2035,630637,1620
,201804,"worcester, ma",346906,1590,37,1374,42,450,183,1933,416480,1992
,201804,"suffolk, ma",819500,879,23,1046,6,180,746,1334,1423039,1076
,201804,"barnstable, ma",628000,1978,66,828,16,336,323,1960,1060061,2367
,201804,"franklin, ma",245625,172,68,90,0,38,149,1755,303833,200
,201804,"hampshire, ma",369900,399,54,236,4,94,188,1974,414884,466
,201804,"dukes, ma",1265000,156,90,42,0,12,621,2086,2126835,159
,201804,"middlesex, ma",694450,1883,22,2348,36,508,298,2298,1038103,2435
,201804,"norfolk, ma",654900,1247,27,1320,20,362,299,2325,1104280,1582
,201804,"bristol, ma",372450,1026,47,698,20,268,207,1806,443893,1275
,201804,"hampden, ma",248450,860,40,696,10,314,149,1725,293341,1031
,201804,"berkshire, ma",389125,884,119,212,10,96,184,2060,564965,1110
,201804,"nantucket, ma",2295000,53,79,14,0,2,931,2445,3859633,53
,201804,"essex, ma",539450,1149,27,1190,16,288,264,2058,769435,1494
,201803,"franklin, ma",229950,160,118,60,0,20,133,1792,285434,176
,201803,"norfolk, ma",650000,1063,30,952,12,224,297,2354,1152014,1311
,201803,"middlesex, ma",699000,1558,24,1828,20,296,296,2357,1059128,1961
,201803,"nantucket, ma",2395000,39,162,16,0,4,868,2474,3986407,39
,201803,"hampden, ma",239900,813,47,516,8,216,146,1656,280963,960
,201803,"suffolk, ma",859900,654,30,732,0,96,765,1384,1511510,832
,201803,"hampshire, ma",349900,381,73,184,0,60,192,1902,407218,423
,201803,"essex, ma",521200,983,36,876,12,220,263,2028,765729,1256
,201803,"plymouth, ma",499900,1207,46,664,28,196,245,2035,627549,1411
,201803,"worcester, ma",329900,1462,45,1036,48,340,179,1891,397354,1790
,201803,"bristol, ma",350000,1014,53,480,20,212,203,1781,423391,1203
,201803,"barnstable, ma",599000,1852,97,632,12,268,316,1907,1029816,2219
,201803,"dukes, ma",1250000,140,123,28,0,8,624,2081,2012418,144
,201803,"berkshire, ma",379250,844,134,160,0,68,180,2040,554002,1052
,201802,"nantucket, ma",2395000,43,155,14,0,0,931,2474,3971770,43
,201802,"suffolk, ma",867750,591,48,544,14,80,762,1390,1530818,720
,201802,"bristol, ma",349900,989,71,508,12,216,198,1800,422367,1149
,201802,"essex, ma",504900,915,53,672,18,182,260,1985,775246,1121
,201802,"norfolk, ma",634900,908,42,754,12,174,293,2284,1112940,1090
,201802,"franklin, ma",217350,162,112,32,0,24,132,1758,270654,178
,201802,"hampden, ma",222494,804,67,426,18,214,144,1612,271836,918
,201802,"hampshire, ma",343750,360,115,114,2,64,193,1734,397208,397
,201802,"barnstable, ma",598975,1835,112,564,14,268,310,1905,996578,2121
,201802,"dukes, ma",1246250,130,121,32,0,10,610,1990,1968505,133
,201802,"middlesex, ma",666950,1349,39,1258,42,274,285,2311,1017191,1657
,201802,"worcester, ma",319900,1436,71,806,40,310,174,1849,379033,1678
,201802,"berkshire, ma",364450,850,134,130,2,66,175,2028,527727,1026
,201802,"plymouth, ma",477448,1175,69,630,8,232,237,1999,592825,1363
,201801,"barnstable, ma",599000,1839,108,398,6,210,310,1899,1007946,2048
,201801,"plymouth, ma",459450,1223,79,446,30,246,233,1965,581348,1362
,201801,"hampshire, ma",336950,377,106,104,0,68,186,1776,381688,405
,201801,"norfolk, ma",597400,856,68,512,20,148,285,2209,1080839,994
,201801,"berkshire, ma",352250,854,128,84,0,60,173,2036,526672,1021
,201801,"essex, ma",515945,956,72,482,12,186,257,1956,776413,1096
,201801,"bristol, ma",339900,1005,78,354,8,230,196,1774,418403,1121
,201801,"middlesex, ma",659450,1292,66,998,22,220,280,2315,1003436,1510
,201801,"nantucket, ma",2695000,34,173,6,0,0,1004,2704,4416054,34
,201801,"hampden, ma",219900,834,75,306,6,206,143,1589,269640,936
,201801,"suffolk, ma",895834,602,65,454,4,92,760,1391,1573440,673
,201801,"dukes, ma",1290750,134,122,24,0,6,593,2022,2004288,136
,201801,"franklin, ma",223050,176,101,26,0,22,136,1787,277929,187
,201801,"worcester, ma",309950,1524,78,628,24,350,171,1832,371579,1710
,201712,"plymouth, ma",450000,1439,72,428,12,220,232,1958,580323,1584
,201712,"worcester, ma",309900,1779,65,632,28,300,170,1839,372147,1979
,201712,"essex, ma",499999,1168,60,436,12,220,255,2000,764123,1370
,201712,"franklin, ma",240000,206,94,44,0,20,137,1800,291548,218
,201712,"nantucket, ma",2525000,43,150,0,0,0,1059,2708,4250116,43
,201712,"norfolk, ma",589450,1045,60,344,12,168,282,2210,1045222,1213
,201712,"bristol, ma",340500,1148,68,284,12,240,197,1782,422709,1300
,201712,"berkshire, ma",369000,981,116,72,0,56,177,2025,535801,1185
,201712,"hampshire, ma",332000,435,96,56,0,84,183,1779,373930,476
,201712,"hampden, ma",219900,989,67,324,4,232,142,1594,273003,1092
,201712,"barnstable, ma",598450,2145,95,272,16,196,308,1908,988225,2419
,201712,"suffolk, ma",819500,769,56,260,4,124,729,1400,1494793,897
,201712,"middlesex, ma",664450,1557,59,692,28,260,278,2320,995126,1827
,201712,"dukes, ma",1395000,180,119,8,0,4,605,2113,2181021,184
,201711,"plymouth, ma",458450,1754,59,676,12,500,232,1986,587537,1945
,201711,"berkshire, ma",374500,1063,113,120,0,110,180,2011,545241,1313
,201711,"worcester, ma",309900,2126,53,856,32,714,170,1847,374106,2421
,201711,"nantucket, ma",2637500,58,120,0,0,0,1054,2618,4074450,58
,201711,"bristol, ma",349900,1323,59,510,16,420,197,1817,423849,1532
,201711,"franklin, ma",241225,250,88,42,0,42,136,1788,284324,269
,201711,"dukes, ma",1368750,211,103,16,0,18,616,2119,2183618,213
,201711,"hampden, ma",224950,1144,60,424,2,390,141,1632,275204,1282
,201711,"suffolk, ma",760975,1018,42,552,18,326,670,1353,1319137,1160
,201711,"barnstable, ma",584000,2476,81,436,20,544,306,1910,948938,2830
,201711,"hampshire, ma",338000,531,78,124,0,116,183,1817,380156,571
,201711,"middlesex, ma",649950,2107,48,1194,28,572,283,2272,961761,2493
,201711,"essex, ma",517000,1516,52,788,10,510,253,2042,762929,1812
,201711,"norfolk, ma",599950,1398,49,640,12,406,285,2218,1047326,1614
,201710,"norfolk, ma",599950,1583,41,858,22,540,286,2226,1025092,1844
,201710,"franklin, ma",239600,267,88,80,0,48,137,1798,278281,292
,201710,"worcester, ma",304925,2319,50,1112,38,876,170,1831,371926,2649
,201710,"nantucket, ma",2345000,68,96,4,2,8,900,2590,3729928,68
,201710,"hampden, ma",229550,1234,58,522,16,448,143,1638,275321,1384
,201710,"suffolk, ma",763000,1079,35,666,8,384,659,1360,1332495,1246
,201710,"essex, ma",525000,1703,43,866,12,632,251,2102,766293,1995
,201710,"middlesex, ma",649900,2399,38,1508,22,920,286,2265,959859,2832
,201710,"hampshire, ma",335000,559,76,180,2,152,182,1837,382769,615
,201710,"barnstable, ma",575000,2722,74,644,18,620,304,1901,946330,3104
,201710,"plymouth, ma",459900,1867,53,822,28,632,232,2000,590585,2119
,201710,"berkshire, ma",350000,1144,102,168,2,150,178,2017,544194,1419
,201710,"bristol, ma",344950,1408,53,624,16,508,195,1820,422726,1644
,201710,"dukes, ma",1392500,223,96,24,0,34,619,2132,2228844,225
,201709,"worcester, ma",309900,2365,48,1216,48,940,170,1872,372309,2712
,201709,"berkshire, ma",349900,1150,95,200,4,184,180,2002,550824,1457
,201709,"norfolk, ma",599000,1556,43,972,12,644,285,2201,1023249,1805
,201709,"hampshire, ma",344250,569,74,156,0,160,185,1882,390343,618
,201709,"barnstable, ma",580000,2725,78,788,20,640,307,1915,972493,3095
,201709,"hampden, ma",233950,1257,57,496,12,428,142,1646,276783,1400
,201709,"suffolk, ma",746938,1066,37,804,8,340,641,1328,1320242,1193
,201709,"middlesex, ma",639900,2489,37,1868,40,892,285,2237,938228,2932
,201709,"franklin, ma",246000,288,81,64,0,80,137,1863,279763,313
,201709,"essex, ma",524000,1706,43,996,20,604,252,2102,773446,2041
,201709,"dukes, ma",1425000,221,99,32,0,24,625,2140,2288627,222
,201709,"nantucket, ma",2265000,80,86,12,0,4,945,2581,3729939,80
,201709,"bristol, ma",349000,1422,49,596,16,492,197,1821,430772,1651
,201709,"plymouth, ma",459900,1899,54,824,20,684,233,2000,591056,2132
,201708,"franklin, ma",249975,298,73,84,0,72,139,1896,288612,324
,201708,"nantucket, ma",2306250,82,66,24,0,10,1025,2585,3816365,82
,201708,"hampden, ma",234950,1255,54,592,8,472,143,1647,279552,1404
,201708,"worcester, ma",319900,2208,50,1196,42,730,172,1882,377297,2526
,201708,"hampshire, ma",341250,570,66,196,4,182,185,1891,388185,625
,201708,"plymouth, ma",469950,1867,59,812,18,636,236,2006,613965,2125
,201708,"suffolk, ma",773500,930,45,496,14,238,654,1321,1361326,1063
,201708,"dukes, ma",1398000,217,93,46,0,16,617,2195,2163136,218
,201708,"berkshire, ma",349975,1178,88,204,4,172,179,2003,555873,1490
,201708,"barnstable, ma",589000,2661,80,726,22,582,306,1941,965227,3040
,201708,"bristol, ma",349900,1379,49,700,20,418,195,1829,444135,1562
,201708,"essex, ma",534225,1645,46,1014,20,526,250,2170,771303,1970
,201708,"middlesex, ma",632450,2302,45,1602,36,684,277,2277,932659,2718
,201708,"norfolk, ma",599900,1399,51,800,26,422,283,2278,1047723,1628
,201707,"plymouth, ma",479000,1885,52,892,28,564,237,2030,624700,2162
,201707,"essex, ma",549000,1717,40,1036,8,584,250,2203,787802,2058
,201707,"dukes, ma",1397000,201,90,24,4,12,615,2185,2094447,204
,201707,"norfolk, ma",619900,1512,44,860,28,440,287,2282,1046151,1775
,201707,"barnstable, ma",595000,2649,72,660,36,532,308,1944,952206,3040
,201707,"franklin, ma",249450,291,65,96,0,76,143,1880,290937,332
,201707,"hampshire, ma",340400,567,61,224,4,156,182,1920,382148,632
,201707,"hampden, ma",239000,1215,48,592,8,428,144,1661,280154,1383
,201707,"suffolk, ma",779000,983,36,548,8,252,660,1379,1369460,1120
,201707,"middlesex, ma",649900,2357,39,1592,36,656,281,2343,961436,2799
,201707,"nantucket, ma",2580000,61,65,8,0,4,1119,2594,4312968,61
,201707,"worcester, ma",325000,2141,46,1216,32,640,171,1900,380221,2459
,201707,"berkshire, ma",350000,1183,75,232,0,220,180,2000,565521,1499
,201707,"bristol, ma",349900,1351,46,684,28,448,194,1850,460538,1535
,201706,"suffolk, ma",760700,995,30,1014,4,326,669,1339,1374622,1217
,201706,"hampshire, ma",337050,542,53,252,2,152,182,1909,376371,614
,201706,"hampden, ma",237375,1189,41,694,6,424,145,1658,278121,1366
,201706,"plymouth, ma",479000,1856,46,1096,26,588,236,2018,623096,2168
,201706,"essex, ma",552575,1693,36,1364,22,562,250,2190,789632,2103
,201706,"bristol, ma",349900,1311,45,808,14,424,193,1839,461594,1520
,201706,"berkshire, ma",351010,1137,67,256,8,172,180,1995,572860,1431
,201706,"barnstable, ma",591950,2671,65,706,28,582,309,1911,943070,3094
,201706,"dukes, ma",1458750,186,88,38,0,18,651,2192,2314991,192
,201706,"franklin, ma",249450,296,54,104,0,66,140,1820,289791,326
,201706,"middlesex, ma",649900,2576,31,2510,38,1000,284,2369,961030,3170
,201706,"nantucket, ma",2652500,53,56,26,0,4,1149,2692,4457827,53
,201706,"norfolk, ma",629750,1560,35,1196,22,556,287,2311,1055604,1891
,201706,"worcester, ma",329900,2148,41,1450,44,702,171,1925,383704,2520
,201705,"nantucket, ma",2697500,44,50,8,0,0,1143,2633,4006352,44
,201705,"franklin, ma",247000,278,50,126,0,50,135,1838,288285,317
,201705,"hampshire, ma",335500,518,44,274,4,120,179,1919,366680,595
,201705,"dukes, ma",1522500,172,107,44,0,6,680,2336,2370223,180
,201705,"worcester, ma",319900,2016,42,1504,44,626,169,1887,376835,2445
,201705,"norfolk, ma",649450,1442,30,1332,16,460,290,2334,1081931,1808
,201705,"berkshire, ma",349350,1062,72,308,4,130,176,1979,574667,1348
,201705,"hampden, ma",229624,1113,39,766,12,350,144,1635,275747,1301
,201705,"middlesex, ma",649450,2323,25,2420,44,688,283,2363,974687,2933
,201705,"plymouth, ma",469900,1721,45,1108,22,520,237,2002,618439,2058
,201705,"barnstable, ma",589700,2600,65,930,26,528,312,1895,949036,3028
,201705,"essex, ma",554500,1514,30,1306,14,388,252,2190,795264,1917
,201705,"suffolk, ma",754225,877,24,970,4,210,671,1375,1410752,1107
,201705,"bristol, ma",349900,1275,40,764,40,368,194,1861,454425,1482
,201704,"hampshire, ma",329900,475,51,248,4,88,178,1900,358734,547
,201704,"berkshire, ma",345000,966,97,240,4,88,175,2016,584607,1209
,201704,"franklin, ma",246500,247,74,112,0,44,136,1876,287964,280
,201704,"nantucket, ma",2750000,37,37,16,0,0,1229,2421,4251075,37
,201704,"middlesex, ma",649900,2062,28,2504,20,500,276,2397,995985,2520
,201704,"worcester, ma",319900,1889,41,1316,36,468,169,1896,375281,2222
,201704,"plymouth, ma",469000,1521,45,996,36,332,235,2006,617153,1795
,201704,"suffolk, ma",749999,766,30,920,8,144,675,1330,1445153,973
,201704,"essex, ma",549900,1275,34,1220,16,320,252,2208,799197,1605
,201704,"norfolk, ma",649000,1285,32,1268,20,312,289,2384,1109757,1576
,201704,"hampden, ma",221000,1003,45,624,4,304,139,1620,266680,1152
,201704,"barnstable, ma",599000,2401,73,852,16,376,317,1904,998522,2833
,201704,"bristol, ma",349900,1145,51,728,16,296,193,1872,463240,1308
,201704,"dukes, ma",1412000,166,115,36,0,12,672,2270,2277786,170
,201703,"norfolk, ma",649950,1169,38,1016,8,290,288,2396,1115702,1459
,201703,"nantucket, ma",2700000,22,129,4,0,0,1304,2254,4481810,22
,201703,"franklin, ma",243950,235,99,86,0,36,133,1872,283257,253
,201703,"berkshire, ma",334725,928,136,172,0,78,172,2016,593217,1134
,201703,"bristol, ma",347425,1087,60,592,20,218,191,1862,464031,1248
,201703,"hampden, ma",210175,974,58,484,6,254,133,1592,258301,1101
,201703,"dukes, ma",1350000,156,147,20,0,4,656,2240,2246514,161
,201703,"barnstable, ma",592450,2320,110,698,30,286,315,1899,1000864,2781
,201703,"plymouth, ma",457000,1439,51,810,50,264,231,1986,597118,1684
,201703,"worcester, ma",304900,1815,54,1180,44,488,166,1853,363264,2131
,201703,"suffolk, ma",773000,686,33,758,10,148,671,1355,1465160,862
,201703,"essex, ma",538000,1212,47,1010,8,234,254,2146,789505,1510
,201703,"hampshire, ma",321850,438,65,190,0,74,177,1855,353868,490
,201703,"middlesex, ma",649450,1766,33,1934,42,372,274,2398,1004507,2215
,201702,"hampden, ma",194450,1012,73,384,12,240,130,1553,247236,1115
,201702,"middlesex, ma",612200,1608,47,1240,28,294,268,2320,973482,1943
,201702,"franklin, ma",227000,226,113,46,0,28,132,1766,260085,243
,201702,"dukes, ma",1362500,145,149,20,0,8,666,2148,2328921,151
,201702,"bristol, ma",332448,1100,77,502,12,230,188,1801,447274,1246
,201702,"berkshire, ma",325000,934,144,108,0,72,169,1983,579619,1114
,201702,"hampshire, ma",306000,408,102,102,2,52,173,1800,342145,439
,201702,"suffolk, ma",792000,622,39,510,2,106,683,1388,1587432,755
,201702,"nantucket, ma",2800000,19,115,6,0,0,1304,2240,4666737,19
,201702,"plymouth, ma",444450,1380,73,690,24,214,224,1952,563905,1562
,201702,"worcester, ma",296450,1804,73,824,16,366,164,1800,353606,2030
,201702,"norfolk, ma",634450,1059,57,680,18,192,286,2344,1095843,1240
,201702,"essex, ma",534225,1145,72,598,18,222,249,2101,770796,1365
,201702,"barnstable, ma",579925,2195,121,592,36,270,313,1870,1003583,2656
,201701,"essex, ma",499450,1202,80,618,12,234,242,2015,732816,1377
,201701,"dukes, ma",1300000,155,136,26,0,10,630,2139,2296822,160
,201701,"suffolk, ma",712450,637,62,436,6,126,648,1399,1511173,742
,201701,"franklin, ma",229450,237,108,42,0,34,132,1766,257077,248
,201701,"plymouth, ma",439450,1374,86,564,26,254,224,1935,557536,1517
,201701,"hampden, ma",189900,1057,78,374,6,296,130,1529,239523,1142
,201701,"bristol, ma",329450,1161,87,456,16,252,186,1796,444904,1254
,201701,"hampshire, ma",312385,417,101,108,2,56,171,1800,339385,445
,201701,"barnstable, ma",559000,2196,119,438,10,262,308,1850,983174,2564
,201701,"berkshire, ma",299900,982,133,110,0,96,167,1920,552634,1150
,201701,"middlesex, ma",594450,1638,73,1098,42,368,264,2227,968954,1888
,201701,"nantucket, ma",2595000,19,149,2,0,0,1296,2240,4363550,19
,201701,"worcester, ma",289400,1873,81,728,24,442,161,1800,348626,2045
,201701,"norfolk, ma",594200,1065,79,634,12,230,280,2255,1061805,1223
,201612,"hampden, ma",195000,1202,71,320,8,236,131,1547,241442,1297
,201612,"worcester, ma",295000,2076,73,508,36,372,160,1828,350332,2266
,201612,"nantucket, ma",2395000,23,148,0,0,0,1071,2240,3775640,23
,201612,"essex, ma",499000,1391,71,484,16,212,238,2053,728981,1599
,201612,"berkshire, ma",310000,1107,123,68,0,88,167,1912,549673,1295
,201612,"barnstable, ma",549000,2460,106,308,12,176,300,1848,938880,2883
,201612,"suffolk, ma",650000,749,55,260,8,96,569,1377,1386234,837
,201612,"middlesex, ma",597000,1820,71,620,24,296,263,2271,908595,2079
,201612,"plymouth, ma",444950,1551,80,392,12,192,226,1944,566892,1720
,201612,"norfolk, ma",588000,1237,75,380,16,200,280,2256,1013683,1409
,201612,"hampshire, ma",296000,466,96,76,8,52,166,1800,332491,514
,201612,"franklin, ma",230000,280,101,36,8,28,134,1809,269053,291
,201612,"bristol, ma",329900,1263,76,344,16,188,186,1797,452957,1361
,201612,"dukes, ma",1375000,183,148,8,0,4,614,2241,2374576,186
,201611,"dukes, ma",1385000,203,137,18,0,10,645,2241,2343356,207
,201611,"franklin, ma",239900,329,92,70,2,52,136,1837,272682,343
,201611,"nantucket, ma",2297500,29,132,2,0,2,932,2240,3260465,29
,201611,"essex, ma",504950,1790,56,712,14,492,239,2130,729941,2051
,201611,"berkshire, ma",313575,1230,119,120,4,114,167,1946,539962,1440
,201611,"barnstable, ma",549000,2841,97,438,24,458,298,1861,923986,3389
,201611,"worcester, ma",299000,2470,62,844,36,706,159,1843,347029,2730
,201611,"hampden, ma",204900,1322,67,402,10,418,133,1585,248451,1421
,201611,"plymouth, ma",449000,1857,65,586,22,480,227,1961,571751,2060
,201611,"suffolk, ma",649450,926,41,542,12,268,565,1363,1269752,1072
,201611,"bristol, ma",332450,1437,64,468,16,354,188,1800,449744,1563
,201611,"norfolk, ma",590950,1637,59,660,22,504,279,2246,986181,1852
,201611,"middlesex, ma",597000,2484,54,1098,26,806,267,2282,879048,2898
,201611,"hampshire, ma",295625,597,86,146,0,150,166,1781,333410,647
,201610,"dukes, ma",1412000,206,128,36,0,12,664,2200,2290635,213
,201610,"berkshire, ma",303500,1373,108,148,0,180,164,1950,521284,1600
,201610,"barnstable, ma",549000,3144,90,652,20,640,298,1862,907497,3757
,201610,"franklin, ma",239900,366,96,60,0,96,134,1843,274585,397
,201610,"essex, ma",499900,2007,50,1000,24,668,236,2105,720517,2310
,201610,"middlesex, ma",599000,2846,42,1544,28,1044,268,2268,867951,3316
,201610,"hampden, ma",213000,1424,66,528,8,488,133,1612,252166,1541
,201610,"bristol, ma",339900,1511,62,560,20,436,190,1814,452646,1662
,201610,"suffolk, ma",649900,1011,32,712,12,344,551,1351,1258286,1159
,201610,"hampshire, ma",298500,636,85,164,4,192,168,1800,336267,685
,201610,"nantucket, ma",2330000,34,128,4,0,0,919,2310,3224771,34
,201610,"plymouth, ma",449900,2055,61,768,12,640,226,1973,575466,2310
,201610,"worcester, ma",299500,2679,58,1136,32,904,159,1884,352613,2973
,201610,"norfolk, ma",595000,1875,51,860,12,664,277,2261,975298,2137
,201609,"essex, ma",527000,1966,55,1106,18,664,236,2168,733104,2279
,201609,"plymouth, ma",453950,2094,60,914,12,646,226,2003,577832,2328
,201609,"suffolk, ma",649925,919,40,840,6,210,556,1357,1268223,1047
,201609,"barnstable, ma",549900,3222,94,760,18,654,300,1879,901446,3805
,201609,"middlesex, ma",599000,2893,47,2310,28,1144,266,2281,869477,3299
,201609,"hampden, ma",214900,1478,65,522,4,516,134,1611,252172,1608
,201609,"nantucket, ma",2597500,34,120,4,0,0,1124,2430,4230867,35
,201609,"franklin, ma",239450,387,84,100,2,92,136,1814,277427,416
,201609,"berkshire, ma",306375,1390,96,194,6,190,166,1942,507951,1669
,201609,"dukes, ma",1485000,206,117,32,0,32,670,2246,2310986,213
,201609,"hampshire, ma",299000,665,87,174,10,164,167,1799,335845,708
,201609,"bristol, ma",339900,1535,64,690,22,424,190,1816,452379,1686
,201609,"worcester, ma",299900,2681,59,1172,38,938,161,1898,358579,2955
,201609,"norfolk, ma",599000,1836,54,1144,20,648,277,2263,933537,2050
,201608,"suffolk, ma",649475,839,48,506,14,214,539,1353,1259046,969
,201608,"bristol, ma",339950,1561,65,652,20,382,189,1829,454450,1757
,201608,"franklin, ma",239900,384,77,94,0,86,137,1809,284096,410
,201608,"dukes, ma",1472500,210,111,40,2,22,670,2252,2320133,217
,201608,"norfolk, ma",599200,1696,59,822,40,424,275,2292,935838,1924
,201608,"hampshire, ma",299900,699,81,174,10,174,170,1825,342681,749
,201608,"plymouth, ma",459675,2079,61,796,22,634,226,2003,585209,2352
,201608,"essex, ma",529450,1938,54,1004,16,578,240,2169,746995,2269
,201608,"berkshire, ma",304500,1425,84,196,4,238,166,1946,493342,1690
,201608,"middlesex, ma",599000,2722,52,1594,40,768,262,2317,878529,3190
,201608,"worcester, ma",299900,2663,61,1136,24,810,160,1907,361001,3014
,201608,"hampden, ma",214900,1479,61,536,14,522,135,1604,255216,1602
,201608,"barnstable, ma",550000,3281,92,694,26,674,300,1892,910935,3822
,201608,"nantucket, ma",2330000,37,98,2,0,6,1210,2326,4109070,38
,201607,"worcester, ma",299900,2702,55,1100,68,816,160,1920,365718,3711
,201607,"barnstable, ma",555000,3261,84,624,28,700,302,1900,907901,3861
,201607,"hampshire, ma",299900,729,68,168,16,172,169,1819,340286,898
,201607,"essex, ma",529900,1956,51,952,64,620,240,2176,752309,2824
,201607,"bristol, ma",342400,1602,58,668,32,428,189,1839,453835,2060
,201607,"franklin, ma",245000,361,67,96,4,88,137,1825,285316,438
,201607,"plymouth, ma",450000,2088,57,856,52,604,226,2000,583285,2803
,201607,"dukes, ma",1282000,195,106,40,0,12,601,2176,2158342,201
,201607,"norfolk, ma",609000,1715,52,892,64,540,278,2331,943821,2402
,201607,"suffolk, ma",675000,901,43,632,36,280,541,1410,1250691,1309
,201607,"middlesex, ma",599759,2844,44,1804,100,932,262,2312,882705,4190
,201607,"berkshire, ma",319999,1398,74,304,8,204,167,1960,493356,1663
,201607,"hampden, ma",213000,1451,58,548,24,496,135,1601,255829,1822
,201607,"nantucket, ma",2130000,42,76,4,0,0,1060,2381,3995807,43
